date,600000.SH,600009.SH,600016.SH,600030.SH,600031.SH,600036.SH,600104.SH,600690.SH,600887.SH,601066.SH,601138.SH,601166.SH,601288.SH,601318.SH,601328.SH,601601.SH,601888.SH,601939.SH,601988.SH,603993.SH
2020-06-03,100,100,100,100,0,100,100,0,100,0,100,100,0,0,100,100,100,0,100,0
2020-06-04,100,100,100,100,0,100,100,0,100,0,100,100,0,0,100,100,100,0,100,0
2020-06-05,100,100,100,100,0,100,100,0,100,0,100,100,0,0,100,100,100,0,100,0
2020-06-08,100,100,100,100,0,100,100,0,100,0,100,100,0,0,100,100,100,0,100,0
2020-06-09,100,100,100,100,0,100,100,0,100,0,100,100,0,0,100,100,100,0,100,0
2020-06-10,100,100,100,100,0,100,100,0,100,0,100,100,0,0,100,100,100,0,100,0
2020-06-11,100,100,100,100,0,100,100,0,100,0,100,100,0,0,100,100,100,0,100,0
2020-06-12,100,100,100,100,0,100,100,0,100,0,100,100,0,0,100,100,100,0,100,0
2020-06-15,100,100,100,100,0,100,100,0,100,0,100,100,0,0,100,100,100,0,100,0
2020-06-16,100,100,100,100,0,100,100,0,100,0,100,100,0,0,100,100,100,0,100,0
2020-06-17,100,100,100,100,0,100,100,0,100,0,100,100,0,0,100,100,100,0,100,0
2020-06-18,100,100,100,100,0,100,100,0,100,0,100,100,0,0,100,100,100,0,100,0
2020-06-19,100,100,100,100,0,100,100,0,100,0,100,100,0,0,100,100,100,0,100,0
2020-06-22,100,100,100,100,0,100,100,0,100,0,100,100,0,0,100,100,100,0,100,0
2020-06-23,100,100,100,100,0,100,100,0,100,0,100,100,0,0,100,100,100,0,100,0
2020-06-24,100,100,100,100,0,100,100,0,100,0,100,100,0,0,100,100,100,0,100,0
2020-06-29,100,100,100,100,0,100,100,0,100,0,100,100,0,0,100,100,100,0,100,0
2020-06-30,100,100,100,100,0,100,100,0,100,0,100,100,0,0,100,100,100,0,100,0
2020-07-01,100,100,100,100,0,100,100,0,100,0,100,100,0,0,100,100,100,0,100,0
2020-07-02,100,100,100,100,0,100,100,0,100,0,100,100,0,0,100,100,100,0,100,0
2020-07-03,100,100,100,100,0,100,100,0,100,0,100,100,0,0,100,100,100,0,100,0
2020-07-06,100,100,100,100,0,100,100,0,100,0,100,100,0,0,100,100,100,0,100,0
2020-07-07,100,100,100,100,0,100,100,0,100,0,100,100,0,0,100,100,100,0,100,0
2020-07-08,100,100,100,100,0,100,100,0,100,0,100,100,0,0,100,100,100,0,100,0
2020-07-09,100,100,0,0,0,100,0,0,0,0,0,0,0,0,1,5,86,0,0,0
2020-07-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
