date,600000.SH,600009.SH,600030.SH,600031.SH,600050.SH,600309.SH,600690.SH,600837.SH,601088.SH,601166.SH,601186.SH,601288.SH,601318.SH,601319.SH,601688.SH,601818.SH,601888.SH,601939.SH,601988.SH,601989.SH
2022-01-07,-57,100,-100,-100,-100,100,-100,0,-100,100,100,100,-100,100,-100,-100,-100,100,-100,-100
2022-01-10,0,100,-24,-100,-100,100,-100,0,-84,100,100,100,-100,100,-100,-100,-10,100,-100,-100
2022-01-11,0,100,0,-100,-100,100,-100,0,0,100,100,100,-54,100,-100,-100,0,100,-100,-100
2022-01-12,0,100,0,-100,-100,100,-100,0,0,100,100,100,0,100,-100,-100,0,100,-53,-100
2022-01-13,0,100,0,-100,-77,100,-100,0,0,100,100,100,0,100,-100,-70,0,100,0,-100
2022-01-14,0,100,0,-100,0,100,-58,0,0,100,100,100,0,100,-100,0,0,100,0,-100
2022-01-17,0,100,0,-100,0,100,0,0,0,100,100,100,0,100,-100,0,0,100,0,-59
2022-01-18,0,100,0,-68,0,100,0,0,0,100,100,100,0,100,-100,0,0,100,0,0
2022-01-27,0,0,0,0,0,14,0,0,0,100,0,0,0,0,0,0,0,14,0,0
2022-01-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
